A1 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 Specific Heat,B Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A2 Density,Ion Density,Ion AtomicRadius,A1 Firstionization,A2 Firstionization,X3 Firstionization,X4 Firstionization,Ion Firstionization,Ion AtomicMass,X1 Melting Point,X3 Melting Point,Ion Melting Point,Adsorption energy(ev)
55,53,53,0.242,0.129,0.214,0.214,0.388,1.87,7.13,1.5,3.8939,3.8939,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,-0.71410464
55,53,53,0.242,0.129,0.214,0.214,0.757,1.87,0.862,2.8,3.8939,3.8939,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.73375114
55,53,53,0.242,0.129,0.214,0.214,1.228,1.87,0.971,2.2,3.8939,3.8939,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.55508241
55,53,53,0.242,0.129,0.214,0.214,0.897,1.87,2.7,1.8,3.8939,3.8939,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-2.33855126
55,53,53,0.242,0.129,0.214,0.214,0.647,1.87,1.54,2.2,3.8939,3.8939,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-6.69776263
55,53,53,0.242,0.129,0.214,0.214,1.023,1.87,1.74,1.7,3.8939,3.8939,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-2.27567059
55,53,53,0.242,0.129,0.214,0.214,0.824,1.87,0.0017,0.57,3.8939,3.8939,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-2.62309955
3,9,9,3.582,0.32,0.824,0.824,3.582,0.971,0.534,2.1,5.3917,5.1391,17.4228,17.4228,5.3917,6.941,53.63,53.63,453.85,-5.628848848
3,9,9,3.582,0.32,0.824,0.824,0.388,0.971,7.13,1.5,5.3917,5.1391,17.4228,17.4228,9.3942,65.38,53.63,53.63,692.88,0.46119047
3,9,9,3.582,0.32,0.824,0.824,0.757,0.971,0.862,2.8,5.3917,5.1391,17.4228,17.4228,4.3407,39.098,53.63,53.63,336.5,-5.788894863
3,9,9,3.582,0.32,0.824,0.824,1.228,0.971,0.971,2.2,5.3917,5.1391,17.4228,17.4228,5.1391,22.99,53.63,53.63,371.15,-4.771051435
3,9,9,3.582,0.32,0.824,0.824,0.897,0.971,2.7,1.8,5.3917,5.1391,17.4228,17.4228,5.9858,26.982,53.63,53.63,933.4,3.053174502
3,9,9,3.582,0.32,0.824,0.824,0.647,0.971,1.54,2.2,5.3917,5.1391,17.4228,17.4228,6.1132,40.078,53.63,53.63,1112.15,-4.350135228
3,9,9,3.582,0.32,0.824,0.824,1.023,0.971,1.74,1.7,5.3917,5.1391,17.4228,17.4228,7.6462,24.305,53.63,53.63,923.15,-2.956228987
3,9,9,3.582,0.32,0.824,0.824,0.824,0.971,0.0017,0.57,5.3917,5.1391,17.4228,17.4228,17.4228,18.998,53.63,53.63,53.63,-10.68953885
11,18,18,1.228,0.32,0.479,0.479,3.582,0.862,0.534,2.1,5.1391,4.3407,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.037949263
11,18,18,1.228,0.32,0.479,0.479,0.388,0.862,7.13,1.5,5.1391,4.3407,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,3.110428896
11,18,18,1.228,0.32,0.479,0.479,0.757,0.862,0.862,2.8,5.1391,4.3407,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.84855708
11,18,18,1.228,0.32,0.479,0.479,1.228,0.862,0.971,2.2,5.1391,4.3407,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.390329103
11,18,18,1.228,0.32,0.479,0.479,0.897,0.862,2.7,1.8,5.1391,4.3407,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,2.112454689
11,18,18,1.228,0.32,0.479,0.479,0.647,0.862,1.54,2.2,5.1391,4.3407,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-2.345213996
11,18,18,1.228,0.32,0.479,0.479,1.023,0.862,1.74,1.7,5.1391,4.3407,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,1.209911129
11,18,18,1.228,0.32,0.479,0.479,0.824,0.862,0.0017,0.57,5.1391,4.3407,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-6.400817426
19,18,18,0.757,0.228,0.479,0.479,3.582,1.87,0.534,2.1,4.3407,3.8939,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.11754651
19,18,18,0.757,0.228,0.479,0.479,0.388,1.87,7.13,1.5,4.3407,3.8939,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,2.689901216
19,18,18,0.757,0.228,0.479,0.479,0.757,1.87,0.862,2.8,4.3407,3.8939,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.2892919
19,18,18,0.757,0.228,0.479,0.479,1.228,1.87,0.971,2.2,4.3407,3.8939,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.216871748
19,18,18,0.757,0.228,0.479,0.479,0.897,1.87,2.7,1.8,4.3407,3.8939,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,1.080513515
19,18,18,0.757,0.228,0.479,0.479,0.647,1.87,1.54,2.2,4.3407,3.8939,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.650217045
19,18,18,0.757,0.228,0.479,0.479,1.023,1.87,1.74,1.7,4.3407,3.8939,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,-1.172353361
19,18,18,0.757,0.228,0.479,0.479,0.824,1.87,0.0017,0.57,4.3407,3.8939,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-4.425981741
3,35,35,3.582,0.228,0.474,0.474,3.582,0.862,0.534,2.1,5.3917,4.3407,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-2.681618007
3,35,35,3.582,0.228,0.474,0.474,0.388,0.862,7.13,1.5,5.3917,4.3407,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,2.736257285
3,35,35,3.582,0.228,0.474,0.474,0.757,0.862,0.862,2.8,5.3917,4.3407,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-3.338405201
3,35,35,3.582,0.228,0.474,0.474,1.228,0.862,0.971,2.2,5.3917,4.3407,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.140728931
3,35,35,3.582,0.228,0.474,0.474,0.897,0.862,2.7,1.8,5.3917,4.3407,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,1.700994509
3,35,35,3.582,0.228,0.474,0.474,0.647,0.862,1.54,2.2,5.3917,4.3407,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-3.88500145
3,35,35,3.582,0.228,0.474,0.474,1.023,0.862,1.74,1.7,5.3917,4.3407,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.5521624
3,35,35,3.582,0.228,0.474,0.474,0.824,0.862,0.0017,0.57,5.3917,4.3407,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-6.480617032
19,35,35,0.757,0.129,0.474,0.474,3.582,1.53,0.534,2.1,4.3407,4.1771,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.33761558
19,35,35,0.757,0.129,0.474,0.474,0.388,1.53,7.13,1.5,4.3407,4.1771,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,1.705432562
19,35,35,0.757,0.129,0.474,0.474,0.757,1.53,0.862,2.8,4.3407,4.1771,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.737731549
19,35,35,0.757,0.129,0.474,0.474,1.228,1.53,0.971,2.2,4.3407,4.1771,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.591148288
19,35,35,0.757,0.129,0.474,0.474,0.897,1.53,2.7,1.8,4.3407,4.1771,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,1.76427147
19,35,35,0.757,0.129,0.474,0.474,0.647,1.53,1.54,2.2,4.3407,4.1771,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-4.464413367
19,35,35,0.757,0.129,0.474,0.474,1.023,1.53,1.74,1.7,4.3407,4.1771,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-0.161745528
19,35,35,0.757,0.129,0.474,0.474,0.824,1.53,0.0017,0.57,4.3407,4.1771,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-3.903271227
37,53,53,0.363,0.129,0.214,0.214,3.582,1.87,0.534,2.1,4.1771,3.8939,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-4.21639311
37,53,53,0.363,0.129,0.214,0.214,0.388,1.87,7.13,1.5,4.1771,3.8939,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,-0.49320652
37,53,53,0.363,0.129,0.214,0.214,0.757,1.87,0.862,2.8,4.1771,3.8939,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.45265161
37,53,53,0.363,0.129,0.214,0.214,1.228,1.87,0.971,2.2,4.1771,3.8939,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.51935921
37,53,53,0.363,0.129,0.214,0.214,0.897,1.87,2.7,1.8,4.1771,3.8939,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-1.81397402
37,53,53,0.363,0.129,0.214,0.214,0.647,1.87,1.54,2.2,4.1771,3.8939,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-6.35592353
37,53,53,0.363,0.129,0.214,0.214,1.023,1.87,1.74,1.7,4.1771,3.8939,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-1.97767141
37,53,53,0.363,0.129,0.214,0.214,0.824,1.87,0.0017,0.57,4.1771,3.8939,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-2.93612377
3,9,18,3.582,0.32,0.824,0.479,3.582,0.534,0.534,2.1,5.3917,5.3917,17.4228,12.9676,5.3917,6.941,53.63,53.63,453.85,-7.267518412
3,9,18,3.582,0.32,0.824,0.479,0.388,0.534,7.13,1.5,5.3917,5.3917,17.4228,12.9676,9.3942,65.38,53.63,53.63,692.88,3.571823398
3,9,18,3.582,0.32,0.824,0.479,0.757,0.534,0.862,2.8,5.3917,5.3917,17.4228,12.9676,4.3407,39.098,53.63,53.63,336.5,-5.26959855
3,9,18,3.582,0.32,0.824,0.479,1.228,0.534,0.971,2.2,5.3917,5.3917,17.4228,12.9676,5.1391,22.99,53.63,53.63,371.15,-4.885398418
3,9,18,3.582,0.32,0.824,0.479,0.897,0.534,2.7,1.8,5.3917,5.3917,17.4228,12.9676,5.9858,26.982,53.63,53.63,933.4,2.836765167
3,9,18,3.582,0.32,0.824,0.479,0.647,0.534,1.54,2.2,5.3917,5.3917,17.4228,12.9676,6.1132,40.078,53.63,53.63,1112.15,-4.163086614
3,9,18,3.582,0.32,0.824,0.479,1.023,0.534,1.74,1.7,5.3917,5.3917,17.4228,12.9676,7.6462,24.305,53.63,53.63,923.15,-1.308253974
3,9,18,3.582,0.32,0.824,0.479,0.824,0.534,0.0017,0.57,5.3917,5.3917,17.4228,12.9676,17.4228,18.998,53.63,53.63,53.63,-12.59620188
11,9,18,1.228,0.32,0.824,0.479,3.582,0.971,0.534,2.1,5.1391,5.1391,17.4228,12.9676,5.3917,6.941,53.63,53.63,453.85,-1.119221305
11,9,18,1.228,0.32,0.824,0.479,0.388,0.971,7.13,1.5,5.1391,5.1391,17.4228,12.9676,9.3942,65.38,53.63,53.63,692.88,5.455622857
11,9,18,1.228,0.32,0.824,0.479,0.757,0.971,0.862,2.8,5.1391,5.1391,17.4228,12.9676,4.3407,39.098,53.63,53.63,336.5,-0.520410637
11,9,18,1.228,0.32,0.824,0.479,1.228,0.971,0.971,2.2,5.1391,5.1391,17.4228,12.9676,5.1391,22.99,53.63,53.63,371.15,0.51981719
11,9,18,1.228,0.32,0.824,0.479,0.897,0.971,2.7,1.8,5.1391,5.1391,17.4228,12.9676,5.9858,26.982,53.63,53.63,933.4,6.230326825
11,9,18,1.228,0.32,0.824,0.479,0.647,0.971,1.54,2.2,5.1391,5.1391,17.4228,12.9676,6.1132,40.078,53.63,53.63,1112.15,-0.628306191
11,9,18,1.228,0.32,0.824,0.479,1.023,0.971,1.74,1.7,5.1391,5.1391,17.4228,12.9676,7.6462,24.305,53.63,53.63,923.15,2.018662629
11,9,18,1.228,0.32,0.824,0.479,0.824,0.971,0.0017,0.57,5.1391,5.1391,17.4228,12.9676,17.4228,18.998,53.63,53.63,53.63,-6.109491478
3,18,35,3.582,0.228,0.479,0.474,3.582,0.534,0.534,2.1,5.3917,5.3917,12.9676,11.8138,5.3917,6.941,172.31,172.31,453.85,-4.136070347
3,18,35,3.582,0.228,0.479,0.474,0.388,0.534,7.13,1.5,5.3917,5.3917,12.9676,11.8138,9.3942,65.38,172.31,172.31,692.88,3.788295999
3,18,35,3.582,0.228,0.479,0.474,0.757,0.534,0.862,2.8,5.3917,5.3917,12.9676,11.8138,4.3407,39.098,172.31,172.31,336.5,-3.777993499
3,18,35,3.582,0.228,0.479,0.474,1.228,0.534,0.971,2.2,5.3917,5.3917,12.9676,11.8138,5.1391,22.99,172.31,172.31,371.15,-2.630907286
3,18,35,3.582,0.228,0.479,0.474,0.897,0.534,2.7,1.8,5.3917,5.3917,12.9676,11.8138,5.9858,26.982,172.31,172.31,933.4,3.509939084
3,18,35,3.582,0.228,0.479,0.474,0.647,0.534,1.54,2.2,5.3917,5.3917,12.9676,11.8138,6.1132,40.078,172.31,172.31,1112.15,-3.616258045
3,18,35,3.582,0.228,0.479,0.474,1.023,0.534,1.74,1.7,5.3917,5.3917,12.9676,11.8138,7.6462,24.305,172.31,172.31,923.15,0.495336912
3,18,35,3.582,0.228,0.479,0.474,0.824,0.534,0.0017,0.57,5.3917,5.3917,12.9676,11.8138,17.4228,18.998,172.31,172.31,53.63,-8.293686205
11,18,35,1.228,0.228,0.479,0.474,3.582,0.971,0.534,2.1,5.1391,5.1391,12.9676,11.8138,5.3917,6.941,172.31,172.31,453.85,-3.59258614
11,18,35,1.228,0.228,0.479,0.474,0.388,0.971,7.13,1.5,5.1391,5.1391,12.9676,11.8138,9.3942,65.38,172.31,172.31,692.88,3.056507699
11,18,35,1.228,0.228,0.479,0.474,0.757,0.971,0.862,2.8,5.1391,5.1391,12.9676,11.8138,4.3407,39.098,172.31,172.31,336.5,-2.232802428
11,18,35,1.228,0.228,0.479,0.474,1.228,0.971,0.971,2.2,5.1391,5.1391,12.9676,11.8138,5.1391,22.99,172.31,172.31,371.15,-1.14524051
11,18,35,1.228,0.228,0.479,0.474,0.897,0.971,2.7,1.8,5.1391,5.1391,12.9676,11.8138,5.9858,26.982,172.31,172.31,933.4,2.676666933
11,18,35,1.228,0.228,0.479,0.474,0.647,0.971,1.54,2.2,5.1391,5.1391,12.9676,11.8138,6.1132,40.078,172.31,172.31,1112.15,-2.484189021
11,18,35,1.228,0.228,0.479,0.474,1.023,0.971,1.74,1.7,5.1391,5.1391,12.9676,11.8138,7.6462,24.305,172.31,172.31,923.15,1.284531489
11,18,35,1.228,0.228,0.479,0.474,0.824,0.971,0.0017,0.57,5.1391,5.1391,12.9676,11.8138,17.4228,18.998,172.31,172.31,53.63,-6.546731428
3,35,53,3.582,0.129,0.474,0.214,3.582,0.534,0.534,2.1,5.3917,5.3917,11.8138,10.4513,5.3917,6.941,266.05,266.05,453.85,-4.459126808
3,35,53,3.582,0.129,0.474,0.214,0.388,0.534,7.13,1.5,5.3917,5.3917,11.8138,10.4513,9.3942,65.38,266.05,266.05,692.88,2.287693566
3,35,53,3.582,0.129,0.474,0.214,0.757,0.534,0.862,2.8,5.3917,5.3917,11.8138,10.4513,4.3407,39.098,266.05,266.05,336.5,-3.860768429
3,35,53,3.582,0.129,0.474,0.214,1.228,0.534,0.971,2.2,5.3917,5.3917,11.8138,10.4513,5.1391,22.99,266.05,266.05,371.15,-1.990985537
3,35,53,3.582,0.129,0.474,0.214,0.897,0.534,2.7,1.8,5.3917,5.3917,11.8138,10.4513,5.9858,26.982,266.05,266.05,933.4,0.129939785
3,35,53,3.582,0.129,0.474,0.214,0.647,0.534,1.54,2.2,5.3917,5.3917,11.8138,10.4513,6.1132,40.078,266.05,266.05,1112.15,-2.20279966
3,35,53,3.582,0.129,0.474,0.214,1.023,0.534,1.74,1.7,5.3917,5.3917,11.8138,10.4513,7.6462,24.305,266.05,266.05,923.15,0.185973737
3,35,53,3.582,0.129,0.474,0.214,0.824,0.534,0.0017,0.57,5.3917,5.3917,11.8138,10.4513,17.4228,18.998,266.05,266.05,53.63,-7.277926501
11,35,53,1.228,0.129,0.474,0.214,3.582,0.971,0.534,2.1,5.1391,5.1391,11.8138,10.4513,5.3917,6.941,266.05,266.05,453.85,-3.42560755
11,35,53,1.228,0.129,0.474,0.214,0.388,0.971,7.13,1.5,5.1391,5.1391,11.8138,10.4513,9.3942,65.38,266.05,266.05,692.88,2.01257451
11,35,53,1.228,0.129,0.474,0.214,0.757,0.971,0.862,2.8,5.1391,5.1391,11.8138,10.4513,4.3407,39.098,266.05,266.05,336.5,-2.97430881
11,35,53,1.228,0.129,0.474,0.214,1.228,0.971,0.971,2.2,5.1391,5.1391,11.8138,10.4513,5.1391,22.99,266.05,266.05,371.15,-2.41467994
11,35,53,1.228,0.129,0.474,0.214,0.897,0.971,2.7,1.8,5.1391,5.1391,11.8138,10.4513,5.9858,26.982,266.05,266.05,933.4,2.64381949
11,35,53,1.228,0.129,0.474,0.214,0.647,0.971,1.54,2.2,5.1391,5.1391,11.8138,10.4513,6.1132,40.078,266.05,266.05,1112.15,-3.8280446
11,35,53,1.228,0.129,0.474,0.214,1.023,0.971,1.74,1.7,5.1391,5.1391,11.8138,10.4513,7.6462,24.305,266.05,266.05,923.15,-1.20808942
11,35,53,1.228,0.129,0.474,0.214,0.824,0.971,0.0017,0.57,5.1391,5.1391,11.8138,10.4513,17.4228,18.998,266.05,266.05,53.63,-5.63831974
19,18,18,0.757,0.32,0.479,0.479,3.582,0.862,0.534,2.1,4.3407,4.3407,12.9676,12.9676,5.3917,6.941,53.63,172.31,453.85,-2.230510291
19,18,18,0.757,0.32,0.479,0.479,0.388,0.862,7.13,1.5,4.3407,4.3407,12.9676,12.9676,9.3942,65.38,53.63,172.31,692.88,3.736194609
19,18,18,0.757,0.32,0.479,0.479,0.757,0.862,0.862,2.8,4.3407,4.3407,12.9676,12.9676,4.3407,39.098,53.63,172.31,336.5,-1.315644012
19,18,18,0.757,0.32,0.479,0.479,1.228,0.862,0.971,2.2,4.3407,4.3407,12.9676,12.9676,5.1391,22.99,53.63,172.31,371.15,-0.528533857
19,18,18,0.757,0.32,0.479,0.479,0.897,0.862,2.7,1.8,4.3407,4.3407,12.9676,12.9676,5.9858,26.982,53.63,172.31,933.4,4.862582111
19,18,18,0.757,0.32,0.479,0.479,0.647,0.862,1.54,2.2,4.3407,4.3407,12.9676,12.9676,6.1132,40.078,53.63,172.31,1112.15,-1.730258343
19,18,18,0.757,0.32,0.479,0.479,1.023,0.862,1.74,1.7,4.3407,4.3407,12.9676,12.9676,7.6462,24.305,53.63,172.31,923.15,0.677377468
19,18,18,0.757,0.32,0.479,0.479,0.824,0.862,0.0017,0.57,4.3407,4.3407,12.9676,12.9676,17.4228,18.998,53.63,172.31,53.63,-5.328098241
37,9,35,0.363,0.32,0.824,0.474,3.582,1.53,0.534,2.1,4.1771,4.1771,17.4228,11.8138,5.3917,6.941,53.63,53.63,453.85,-2.456665965
37,9,35,0.363,0.32,0.824,0.474,0.388,1.53,7.13,1.5,4.1771,4.1771,17.4228,11.8138,9.3942,65.38,53.63,53.63,692.88,4.23710596
37,9,35,0.363,0.32,0.824,0.474,0.757,1.53,0.862,2.8,4.1771,4.1771,17.4228,11.8138,4.3407,39.098,53.63,53.63,336.5,-1.606871564
37,9,35,0.363,0.32,0.824,0.474,1.228,1.53,0.971,2.2,4.1771,4.1771,17.4228,11.8138,5.1391,22.99,53.63,53.63,371.15,-0.562643953
37,9,35,0.363,0.32,0.824,0.474,0.897,1.53,2.7,1.8,4.1771,4.1771,17.4228,11.8138,5.9858,26.982,53.63,53.63,933.4,4.218807571
37,9,35,0.363,0.32,0.824,0.474,0.647,1.53,1.54,2.2,4.1771,4.1771,17.4228,11.8138,6.1132,40.078,53.63,53.63,1112.15,-2.100872151
37,9,35,0.363,0.32,0.824,0.474,1.023,1.53,1.74,1.7,4.1771,4.1771,17.4228,11.8138,7.6462,24.305,53.63,53.63,923.15,-0.293297511
37,9,35,0.363,0.32,0.824,0.474,0.824,1.53,0.0017,0.57,4.1771,4.1771,17.4228,11.8138,17.4228,18.998,53.63,53.63,53.63,-6.158686866
19,53,18,0.757,0.228,0.214,0.479,3.582,0.862,0.534,2.1,4.3407,4.3407,10.4513,12.9676,5.3917,6.941,266.05,386.65,453.85,-3.148491685
19,53,18,0.757,0.228,0.214,0.479,0.388,0.862,7.13,1.5,4.3407,4.3407,10.4513,12.9676,9.3942,65.38,266.05,386.65,692.88,1.790386487
19,53,18,0.757,0.228,0.214,0.479,0.757,0.862,0.862,2.8,4.3407,4.3407,10.4513,12.9676,4.3407,39.098,266.05,386.65,336.5,-2.474639775
19,53,18,0.757,0.228,0.214,0.479,1.228,0.862,0.971,2.2,4.3407,4.3407,10.4513,12.9676,5.1391,22.99,266.05,386.65,371.15,-1.895447727
19,53,18,0.757,0.228,0.214,0.479,0.897,0.862,2.7,1.8,4.3407,4.3407,10.4513,12.9676,5.9858,26.982,266.05,386.65,933.4,0.934753207
19,53,18,0.757,0.228,0.214,0.479,0.647,0.862,1.54,2.2,4.3407,4.3407,10.4513,12.9676,6.1132,40.078,266.05,386.65,1112.15,-4.380516795
19,53,18,0.757,0.228,0.214,0.479,1.023,0.862,1.74,1.7,4.3407,4.3407,10.4513,12.9676,7.6462,24.305,266.05,386.65,923.15,0.098545125
19,53,18,0.757,0.228,0.214,0.479,0.824,0.862,0.0017,0.57,4.3407,4.3407,10.4513,12.9676,17.4228,18.998,266.05,386.65,53.63,-4.219186876
55,53,18,0.242,0.129,0.214,0.479,3.582,1.87,0.534,2.1,3.8939,3.8939,10.4513,12.9676,5.3917,6.941,386.65,386.65,453.85,-4.094517796
55,53,18,0.242,0.129,0.214,0.479,0.388,1.87,7.13,1.5,3.8939,3.8939,10.4513,12.9676,9.3942,65.38,386.65,386.65,692.88,-0.260479226
55,53,18,0.242,0.129,0.214,0.479,0.757,1.87,0.862,2.8,3.8939,3.8939,10.4513,12.9676,4.3407,39.098,386.65,386.65,336.5,-3.542886016
55,53,18,0.242,0.129,0.214,0.479,1.228,1.87,0.971,2.2,3.8939,3.8939,10.4513,12.9676,5.1391,22.99,386.65,386.65,371.15,-2.429120786
55,53,18,0.242,0.129,0.214,0.479,0.897,1.87,2.7,1.8,3.8939,3.8939,10.4513,12.9676,5.9858,26.982,386.65,386.65,933.4,-1.405289462
55,53,18,0.242,0.129,0.214,0.479,0.647,1.87,1.54,2.2,3.8939,3.8939,10.4513,12.9676,6.1132,40.078,386.65,386.65,1112.15,-6.495372806
55,53,18,0.242,0.129,0.214,0.479,1.023,1.87,1.74,1.7,3.8939,3.8939,10.4513,12.9676,7.6462,24.305,386.65,386.65,923.15,-1.743341336
55,53,18,0.242,0.129,0.214,0.479,0.824,1.87,0.0017,0.57,3.8939,3.8939,10.4513,12.9676,17.4228,18.998,386.65,386.65,53.63,-2.859270346
19,35,53,0.757,0.129,0.474,0.214,3.582,0.862,0.534,2.1,4.3407,4.3407,11.8138,10.4513,5.3917,6.941,53.63,266.05,453.85,-3.444413229
19,35,53,0.757,0.129,0.474,0.214,0.388,0.862,7.13,1.5,4.3407,4.3407,11.8138,10.4513,9.3942,65.38,53.63,266.05,692.88,2.552047621
19,35,53,0.757,0.129,0.474,0.214,0.757,0.862,0.862,2.8,4.3407,4.3407,11.8138,10.4513,4.3407,39.098,53.63,266.05,336.5,-2.331571839
19,35,53,0.757,0.129,0.474,0.214,1.228,0.862,0.971,2.2,4.3407,4.3407,11.8138,10.4513,5.1391,22.99,53.63,266.05,371.15,-1.362751139
19,35,53,0.757,0.129,0.474,0.214,0.897,0.862,2.7,1.8,4.3407,4.3407,11.8138,10.4513,5.9858,26.982,53.63,266.05,933.4,2.429278496
19,35,53,0.757,0.129,0.474,0.214,0.647,0.862,1.54,2.2,4.3407,4.3407,11.8138,10.4513,6.1132,40.078,53.63,266.05,1112.15,-3.973729689
19,35,53,0.757,0.129,0.474,0.214,1.023,0.862,1.74,1.7,4.3407,4.3407,11.8138,10.4513,7.6462,24.305,53.63,266.05,923.15,0.105345971
19,35,53,0.757,0.129,0.474,0.214,0.824,0.862,0.0017,0.57,4.3407,4.3407,11.8138,10.4513,17.4228,18.998,53.63,266.05,53.63,-4.872037589
55,53,53,0.242,0.228,0.214,0.214,3.582,1.87,0.534,2.1,3.8939,3.8939,10.4513,10.4513,5.3917,6.941,266.05,386.65,453.85,-3.934522116
55,53,53,0.242,0.228,0.214,0.214,0.388,1.87,7.13,1.5,3.8939,3.8939,10.4513,10.4513,9.3942,65.38,266.05,386.65,692.88,0.108469229
55,53,53,0.242,0.228,0.214,0.214,0.757,1.87,0.862,2.8,3.8939,3.8939,10.4513,10.4513,4.3407,39.098,266.05,386.65,336.5,-3.26764264
55,53,53,0.242,0.228,0.214,0.214,1.228,1.87,0.971,2.2,3.8939,3.8939,10.4513,10.4513,5.1391,22.99,266.05,386.65,371.15,-2.247644908
55,53,53,0.242,0.228,0.214,0.214,0.897,1.87,2.7,1.8,3.8939,3.8939,10.4513,10.4513,5.9858,26.982,266.05,386.65,933.4,-1.415285486
55,53,53,0.242,0.228,0.214,0.214,0.647,1.87,1.54,2.2,3.8939,3.8939,10.4513,10.4513,6.1132,40.078,266.05,386.65,1112.15,-5.639158285
55,53,53,0.242,0.228,0.214,0.214,1.023,1.87,1.74,1.7,3.8939,3.8939,10.4513,10.4513,7.6462,24.305,266.05,386.65,923.15,-1.380906183
55,53,53,0.242,0.228,0.214,0.214,0.824,1.87,0.0017,0.57,3.8939,3.8939,10.4513,10.4513,17.4228,18.998,266.05,386.65,53.63,-3.346974842
37,9,53,0.363,0.129,0.824,0.214,3.582,1.53,0.534,2.1,4.1771,4.1771,17.4228,10.4513,5.3917,6.941,53.63,53.63,453.85,-3.250257958
37,9,53,0.363,0.129,0.824,0.214,0.388,1.53,7.13,1.5,4.1771,4.1771,17.4228,10.4513,9.3942,65.38,53.63,53.63,692.88,3.129072044
37,9,53,0.363,0.129,0.824,0.214,0.757,1.53,0.862,2.8,4.1771,4.1771,17.4228,10.4513,4.3407,39.098,53.63,53.63,336.5,-2.325444356
37,9,53,0.363,0.129,0.824,0.214,1.228,1.53,0.971,2.2,4.1771,4.1771,17.4228,10.4513,5.1391,22.99,53.63,53.63,371.15,-0.869292146
37,9,53,0.363,0.129,0.824,0.214,0.897,1.53,2.7,1.8,4.1771,4.1771,17.4228,10.4513,5.9858,26.982,53.63,53.63,933.4,3.775128238
37,9,53,0.363,0.129,0.824,0.214,0.647,1.53,1.54,2.2,4.1771,4.1771,17.4228,10.4513,6.1132,40.078,53.63,53.63,1112.15,-4.879069356
37,9,53,0.363,0.129,0.824,0.214,1.023,1.53,1.74,1.7,4.1771,4.1771,17.4228,10.4513,7.6462,24.305,53.63,53.63,923.15,0.859406284
37,9,53,0.363,0.129,0.824,0.214,0.824,1.53,0.0017,0.57,4.1771,4.1771,17.4228,10.4513,17.4228,18.998,53.63,53.63,53.63,-5.875584966
37,53,53,0.363,0.228,0.214,0.214,3.582,1.53,0.534,2.1,4.1771,4.1771,10.4513,10.4513,5.3917,6.941,266.05,386.65,453.85,-3.574710121
